candidate_id,date,location,target,summary,discovery_sources,status,incident_id,resolution_notes,media_status
FEB23-036,2023-02-26,Hebron,Palestinians — West Bank,,,Accepted,ILPV-2023-0272,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-037,2023-02-27,Sinjil,Palestinians — West Bank,,,Accepted,ILPV-2023-0252,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-038,2023-02-27,Near Huwara,Journalists / media workers,Insufficient event-level granularity or attribution.,WAFA,Unresolved,,Preserve unresolved; do not infer or split without stronger evidence.,
FEB23-039,2023-02-01 to 2023-02-13,Multiple West Bank roads,Palestinians — West Bank,Insufficient event-level granularity or attribution.,OCHA 31 Jan-13 Feb,Unresolved,,Preserve unresolved; do not infer or split without stronger evidence.,
FEB23-040,2023-02-01 to 2023-02-13,Multiple West Bank locations,Palestinians — West Bank,Insufficient event-level granularity or attribution.,OCHA 31 Jan-13 Feb,Unresolved,,Preserve unresolved; do not infer or split without stronger evidence.,
FEB23-041,2023-02-14 to 2023-02-25,Multiple West Bank locations,Palestinians — West Bank,Insufficient event-level granularity or attribution.,OCHA 14-27 Feb,Unresolved,,Preserve unresolved; do not infer or split without stronger evidence.,
FEB23-042,2023-02-26 to 2023-02-27,Huwara-area and elsewhere,Palestinians — West Bank,Insufficient event-level granularity or attribution.,OCHA 14-27 Feb,Unresolved,,Preserve unresolved; do not infer or split without stronger evidence.,
FEB23-043,2023-02-27,Habima / Tel Aviv,Israeli protesters / activists,Rejected as separate incident.,ToI / protest reporting,Rejected,,Did not satisfy inclusion threshold.,
FEB23-044,2023-02-10,Al-Ja'bari / Hebron,Palestinians — West Bank,,,Accepted,ILPV-2023-0267,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-045,2023-02-23,Nabi Saleh,Palestinians — West Bank,,,Accepted,ILPV-2023-0268,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-046,2023-02-14,Wadi Al-Muzain east of Hebron,Palestinians — West Bank,,,Accepted,ILPV-2023-0253,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-047,2023-02-28,Za'tara Junction,Journalists / media workers,,,Accepted,ILPV-2023-0254,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-048,2023-02-26,Kafr Malik wilderness area,Palestinians — West Bank,,,Accepted,ILPV-2023-0257,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-049,2023-02-26,Rimonim Junction,Israeli security forces,,,Accepted,ILPV-2023-0258,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-050,2023-02-27,Near Shavei Shomron,Israeli security forces,,,Accepted,ILPV-2023-0259,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-051,2023-02-27,Al-Muarajat west of Jericho,Palestinians — West Bank,,,Accepted,ILPV-2023-0260,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-052,2023-02-11,Pastures west of Jericho,Palestinians — West Bank,,,Accepted,ILPV-2023-0269,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-053,2023-02-15,Burqa,Palestinians — West Bank,,,Accepted,ILPV-2023-0270,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-054,2023-02-15,Urif,Palestinians — West Bank,,,Accepted,ILPV-2023-0271,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-055,2023-02-17,Silwad,Palestinians — West Bank,,,Accepted,ILPV-2023-0273,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-056,2023-02-06,Qaryut,Palestinians — West Bank,,,Accepted,ILPV-2023-0274,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-057,2023-02-15,Near Silat al-Dahr / Homesh,Palestinians — West Bank,,,Accepted,ILPV-2023-0275,Resolved; canonical Sheet is authoritative.,See canonical Media table.
FEB23-058,2023-02-11 to 2023-02-12,Hebron City Center / Beit Romano shops,Palestinian shopkeepers,Insufficient event-level granularity or attribution.,B'Tselem Feb. 22 Hebron shop report,Unresolved,,Preserve unresolved; do not infer or split without stronger evidence.,
FEB23-059,2023-02-21,Jerusalem,Property / institution,"Jerusalem Faction protesters vandalized police facilities and damaged a light-rail carriage with stones.","Times of Israel; Jerusalem Post",Accepted,ILPV-2023-0276,Verified from two Israeli reports and police material; sect identity preserved without mapping to right-wing politics.,Exact JPost police photo recovered as MED-2023-0037; stable GitHub preview pending.
FEB23-060,2023-02-28,Route 458 near al-Mughayyir,Israeli security forces,"Settlers kicked a soldier, pepper-sprayed a police officer and punctured an officer's vehicle tire while forces stopped attacks on Palestinian cars.",Times of Israel,Accepted,ILPV-2023-0277,Verified from direct IDF and police statements reported by ToI.,No canonical stable preview yet.
FEB23-061,2023-02-22,Beit Iksa,Palestinians — West Bank,"Four Palestinian vehicle tires slashed and racist expulsion graffiti painted on walls.","WAFA; NAD",Accepted,ILPV-2023-0278,Verified from matching event-specific reporting and structured monitoring; no narrower partisan label inferred.,Exact WAFA incident photo recovered as MED-2023-0038; stable GitHub preview pending.
FEB23-062,2023-02-28,Za'tara Junction,Palestinians — West Bank,"Settlers stoned a Palestinian ambulance transporting a sick child, smashing windows and injuring the child's mother.","WAFA; NAD",Accepted,ILPV-2023-0279,Verified; source discrepancy on child age preserved by omitting age in canonical description.,Exact WAFA/Health Ministry photo recovered as MED-2023-0039; stable GitHub preview pending.
FEB23-063,2023-02-28,Route 458 near al-Mughayyir,Israeli Jewish civilians,"Stone attack on Israeli vehicles lightly injured a young girl with glass fragments.",Times of Israel,Accepted,ILPV-2023-0280,Partially verified from police and emergency-service accounts; perpetrator politics remain unclear.,No stable preview recovered.
FEB23-064,2023-02-28,Huwara,Israeli Jewish civilians,"Stone attack on occupied Israeli vehicle lightly injured two women with glass fragments.",Times of Israel,Accepted,ILPV-2023-0281,Partially verified from emergency-service reporting; perpetrator politics remain unclear.,Exact damaged-vehicle photo is present in source article; stable extraction pending.
FEB23-065,2023-02-19,Al-Sunniyya Mosque / Hebron Old City,Property / institution,"Settlers reportedly smashed mosque windows and vandalized the outer yard.",NAD,Pending,,Needs independent corroboration and exact-media check.,
FEB23-066,2023-02-27,Eastern entrance to al-Taybeh,Palestinians — West Bank,"Settlers reportedly burned a public vehicle, damaged two trucks and severely beat Ibrahim Issa Moqbel.",NAD,Pending,,Resolve named-victim assault/property attack and seek independent corroboration.,
FEB23-067,2023-02-27,Sinjil,Palestinians — West Bank,"Settlers reportedly attacked Muhammad Kayed Abu Jarrah's house.","NAD; WAFA lead",Pending,,Match house-attack reporting and separate from already accepted Sinjil tree destruction.,
FEB23-068,2023-02-27,Northern Jordan Valley / Yerza and al-Maleh communities,Palestinians — West Bank,"Large settler groups reportedly entered homes, damaged water tanks/solar panels and threatened residents.","WAFA; The New Arab",Pending,,Unitize carefully; broad multi-community attack may require one umbrella record or multiple corroborated incidents.,
FEB23-069,2023-02-28,East of al-Mughayyir,Palestinians — West Bank,"Settlers reportedly attacked Palestinian vehicles and assaulted a resident; separate tree destruction also reported.",NAD,Pending,,Resolve vehicle assault and tree-damage components separately if evidence supports unitization.,
FEB23-070,2023-02-28,Deir Sharaf,Palestinians — West Bank,"Settlers reportedly cut roughly 50 olive-tree branches belonging to Muhammad Hassan Attari.",NAD,Pending,,Seek independent event-level corroboration.,
FEB23-071,2023-02-28,Einabus / Huwara area,Palestinians — West Bank,"Settlers reportedly stole 13 cows from Nader Sidqi Allan's farm.",NAD,Pending,,Confirm exact location and whether incident meets politically motivated property-attack threshold.,
FEB23-072,2023-02-28,Al-Lubban al-Sharqiya road,Palestinians — West Bank,"Stone attack reportedly shattered a vehicle windshield and injured Bushra Hisham Abdel-Raouf Ali.",NAD,Pending,,Seek independent corroboration and injury details.,
FEB23-073,2023-02-28,Yitzhar-area road,Palestinians — West Bank,"Settler stone attack reportedly caused a Palestinian head injury requiring hospital treatment.",NAD,Pending,,Resolve victim/location details and independent corroboration.,
FEB23-074,2023-02-28,Huwara,Palestinians — West Bank,"Settler reportedly pepper-sprayed a Palestinian man and his wife, causing burning/suffocation symptoms.",NAD,Pending,,Seek named victims and independent corroboration.,
FEB23-075,2023-02-28,Qibya area,Property / institution,"Settlers reportedly attacked a Palestinian Ministry of Health vehicle and smashed windows.",NAD,Pending,,Confirm target occupants and event details.,
FEB23-076,2023-02-27,Deir Sharaf area,Palestinians — West Bank,"Settler stone attack reportedly injured three Palestinians and led to hospitalization.",NAD,Pending,,Recover full names/details and corroborating report.,
FEB23-077,2023-02-24,Al-Khader / Zakandah,Palestinians — West Bank,"Settlers reportedly uprooted and seized about 70 olive seedlings belonging to the Sobeih family.",NAD,Pending,,Seek independent event-level corroboration.,
FEB23-078,2023-02-25,Jibia area,Palestinians — West Bank,"Settler reportedly fired toward Palestinian hikers to force them from the area.",NAD,Pending,,Distinguish from Feb. 26 Jibiya assault and seek corroboration.,
FEB23-079,2023-02-27,Near Huwara,Journalists / media workers,"Settler allegedly attempted to ram and assault a group of Palestinian journalists; one journalist reportedly struck.","WAFA; derivative reports",Pending,,Resolve FEB23-038 by identifying victim/outcome and finding independent corroboration or exact original media.,
